annualGrammy,awardFor,awardType,category,name
8,Jazz Suite On The Mass Texts,Individual,Best Original Jazz Composition,Jazz Suite On The Mass Texts
8,A Taste Of Honey,Individual,Best Instrumental Arrangement,A Taste Of Honey
8,It Was A Very Good Year,Individual,Best Arrangement Accompanying A Vocalist Or Instrumentalist,It Was A Very Good Year
8,King Of The Road,Work,Best Contemporary (R&R) Single,Roger Miller
8,I Know A Place,Individual,Best Contemporary (R&R) Vocal Performance - Female,I Know A Place
8,King Of The Road,Work,Best Contemporary (R&R) Vocal Performance - Male,Roger Miller
8,Flowers On The Wall,Individual,Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),Flowers On The Wall
8,Papa's Got A Brand New Bag,Individual,Best Rhythm & Blues Recording,Papa's Got A Brand New Bag
8,An Evening With Belafonte/Makeba,Individual,Best Folk Recording,An Evening With Belafonte/Makeba
8,Southland Favorites,Individual,Best Gospel Or Other Religious Recording (Musical),Southland Favorites
8,King Of The Road,Work,Best Country & Western Single,Roger Miller
8,The Return Of Roger Miller,Work,Best Country & Western Album,Roger Miller
8,Queen Of The House,Individual,Best Country & Western Vocal Performance - Female,Queen Of The House
8,King Of The Road,Work,Best Country & Western Vocal Performance - Male,Roger Miller
8,King Of The Road,Work,Best Country & Western Song,Roger Miller
8,,Individual,Best New Country & Western Artist,
8,A Taste Of Honey,Individual,Best Engineered Recording - Non-Classical,A Taste Of Honey
8,Horowitz At Carnegie Hall - An Historic Return,Individual,"Best Engineered Recording, Classical",Horowitz At Carnegie Hall - An Historic Return
8,Jazz Suite On The Mass Texts,Individual,Best Album Cover - Photography,Jazz Suite On The Mass Texts
8,Bartók: Concerto No. 2 For Violin/Stravinsky: Concerto For Violin,Individual,Best Album Cover - Graphic Arts,Bartók: Concerto No. 2 For Violin/Stravinsky: Concerto For Violin
8,Ives: Symphony No. 4,Individual,Best Classical Performance - Orchestra,Ives: Symphony No. 4
8,Bartók: The Six String Quartets - Nos. 1-6,Individual,Best Classical Chamber Music Performance - Instrumental Or Vocal,Bartók: The Six String Quartets - Nos. 1-6
8,Beethoven: Piano Concerto No. 4 In G,Individual,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Piano Concerto No. 4 In G
8,Horowitz At Carnegie Hall - An Historic Return,Work,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Vladimir Horowitz
8,Berg: Wozzeck,Individual,Best Opera Recording,Berg: Wozzeck
8,Stravinsky: Symphony Of Psalms/Poulenc: Gloria,Individual,Best Classical Choral Performance (Other Than Opera),Stravinsky: Symphony Of Psalms/Poulenc: Gloria
8,"Strauss: Salome (Dance Of The Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)",Individual,Best Classical Vocal Soloist Performance,"Strauss: Salome (Dance Of The Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)"
8,Ives: Symphony No. 4,Individual,Best Composition By A Contemporary Classical Composer,Ives: Symphony No. 4
8,Bach: Goldberg Variations,Individual,Most Promising New Classical Recording Artist,Bach: Goldberg Variations
9,Strangers In The Night,Work,Record Of The Year,Frank Sinatra
9,A Man And His Music,Work,Album Of The Year,Frank Sinatra
9,Michelle,Work,Song Of The Year,John Lennon
9,Batman Theme,Individual,Best Instrumental Theme,Batman Theme
9,If He Walked Into My Life,Individual,"Best Vocal Performance, Female",If He Walked Into My Life
9,Strangers In The Night,Work,"Best Vocal Performance, Male",Frank Sinatra
9,What Now My Love,Individual,Best Instrumental Performance (Other Than Jazz),What Now My Love
9,A Man And A Woman,Individual,Best Performance By A Vocal Group,A Man And A Woman
9,Somewhere My Love (Lara's Theme From Dr. Zhivago),Individual,Best Performance By A Chorus,Somewhere My Love (Lara's Theme From Dr. Zhivago)
9,Dr. Zhivago,Individual,Best Original Score Written For A Motion Picture Or Television Show,Dr. Zhivago
9,Mame,Individual,Best Score From An Original Cast Show Album,Mame
9,Wonderfulness,Individual,Best Comedy Performance,Wonderfulness
9,Edward R. Murrow - A Reporter Remembers Vol. I The War Years,Individual,"Best Spoken Word, Documentary Or Drama Recording",Edward R. Murrow - A Reporter Remembers Vol. I The War Years
9,"Dr. Seuss Presents - ""If I Ran The Zoo"" And ""Sleep Book""",Individual,Best Recording For Children,"Dr. Seuss Presents - ""If I Ran The Zoo"" And ""Sleep Book"""
9,Sinatra At The Sands,Individual,Best Album Notes,Sinatra At The Sands
9,Goin' Out Of My Head,Individual,Best Instrumental Jazz Performance - Group Or Soloist With Group,Goin' Out Of My Head
9,In The Beginning God,Work,Best Original Jazz Composition,Duke Ellington
9,Winchester Cathedral,Individual,Best Contemporary (R&R) Recording,Winchester Cathedral
9,Eleanor Rigby,Individual,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Eleanor Rigby
9,"Monday, Monday",Individual,"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental","Monday, Monday"
9,Crying Time,Individual,Best Rhythm & Blues Recording,Crying Time
9,Crying Time,Individual,"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",Crying Time
9,Hold It Right There,Individual,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",Hold It Right There
9,Blues In The Street,Individual,Best Folk Recording,Blues In The Street
9,Grand Old Gospel,Individual,Best Sacred Recording (Musical),Grand Old Gospel
9,Almost Persuaded,Individual,Best Country & Western Recording,Almost Persuaded
9,Don't Touch Me,Individual,Best Country & Western Vocal Performance - Female,Don't Touch Me
9,Almost Persuaded,Individual,"Best Country & Western Vocal Performance, Male",Almost Persuaded
9,Almost Persuaded,Individual,Best Country & Western Song,Almost Persuaded
9,What Now My Love,Individual,Best Instrumental Arrangement,What Now My Love
9,Strangers In The Night,Individual,Best Arrangement Accompanying A Vocalist Or Instrumentalist,Strangers In The Night
9,Strangers In The Night,Individual,Best Engineered Recording - Non-Classical,Strangers In The Night
9,Wagner: Lohengrin,Individual,Best Engineered Recording - Classical,Wagner: Lohengrin
9,Confessions Of A Broken Man,Individual,"Best Album Cover, Photography",Confessions Of A Broken Man
9,Revolver,Individual,"Best Album Cover, Graphic Arts",Revolver
9,Ives: Symphony No. 1 In D Minor,Individual,Album Of The Year - Classical,Ives: Symphony No. 1 In D Minor
9,Mahler: Symphony No. 6 In A Minor,Individual,Best Classical Performance - Orchestra,Mahler: Symphony No. 6 In A Minor
9,"Boston Symphony Chamber Players - Works Of Mozart, Brahms, Beethoven, Fine, Copland, Carter, Piston",Individual,Best Chamber Music Performance - Instrumental Or Vocal,"Boston Symphony Chamber Players - Works Of Mozart, Brahms, Beethoven, Fine, Copland, Carter, Piston"
9,"Baroque Guitar (Works Of Bach, Sanz, Weiss, Etc.)",Individual,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"Baroque Guitar (Works Of Bach, Sanz, Weiss, Etc.)"
9,Wagner: Die Walkure,Work,Best Opera Recording,Georg Solti
9,Handel: Messiah,Individual,Best Classical Choral Performance (Other Than Opera),Handel: Messiah
9,"Prima Donna (Works Of Barber, Purcell, Etc.)",Individual,Best Classical Vocal Soloist Performance (With Or Without Orchestra),"Prima Donna (Works Of Barber, Purcell, Etc.)"
10,"Up, Up And Away",Individual,Record Of The Year,"Up, Up And Away"
10,Sgt. Pepper's Lonely Hearts Club Band,Work,Album Of The Year,The Beatles
10,"Up, Up And Away",Individual,Song Of The Year,"Up, Up And Away"
10,Mission: Impossible,Individual,Best Instrumental Theme,Mission: Impossible
10,Ode To Billie Joe,Individual,"Best Vocal Performance, Female",Ode To Billie Joe
10,By The Time I Get To Phoenix,Work,"Best Vocal Performance, Male",Glen Campbell
10,Chet Atkins Picks The Best,Individual,Best Instrumental Performance,Chet Atkins Picks The Best
10,"Up, Up And Away",Individual,Best Performance By A Vocal Group,"Up, Up And Away"
10,"Up, Up And Away",Individual,Best Performance By A Chorus,"Up, Up And Away"
10,Mission: Impossible,Individual,Best Original Score Written For A Motion Picture Or A Television Show,Mission: Impossible
10,Cabaret,Individual,Best Score From An Original Cast Show Album,Cabaret
10,Revenge,Individual,Best Comedy Recording,Revenge
10,Bobbie Gentry,Individual,Best New Artist,Bobbie Gentry
10,"Mercy, Mercy, Mercy",Individual,"Best Instrumental Jazz Performance, Small Group Or Soloist With Small Group","Mercy, Mercy, Mercy"
10,Far East Suite,Work,"Best Instrumental Jazz Performance, Large Group Or Soloist With Large Group",Duke Ellington
10,"Up, Up And Away",Individual,Best Contemporary Single,"Up, Up And Away"
10,Sgt. Pepper's Lonely Hearts Club Band,Work,Best Contemporary Album,The Beatles
10,Ode To Billie Joe,Individual,Best Contemporary Female Solo Vocal Performance,Ode To Billie Joe
10,By The Time I Get To Phoenix,Work,Best Contemporary Male Solo Vocal Performance,Glen Campbell
10,"Up, Up And Away",Individual,Best Contemporary Group Performance (Vocal Or Instrumental),"Up, Up And Away"
10,Respect,Work,Best Rhythm & Blues Recording,Aretha Franklin
10,Respect,Work,"Best Rhythm & Blues Solo Vocal Performance, Female",Aretha Franklin
10,Dead End Street,Individual,"Best Rhythm & Blues Solo Vocal Performance, Male",Dead End Street
10,Soul Man,Individual,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",Soul Man
10,How Great Thou Art,Individual,Best Sacred Performance,How Great Thou Art
10,More Grand Old Gospel,Individual,Best Gospel Performance,More Grand Old Gospel
10,Gentle On My Mind,Individual,Best Folk Performance,Gentle On My Mind
10,Gentle On My Mind,Work,Best Country & Western Recording,Glen Campbell
10,I Don't Wanna Play House,Individual,"Best Country & Western Solo Vocal Performance, Female",I Don't Wanna Play House
10,Gentle On My Mind,Work,"Best Country & Western Solo Vocal Performance, Male",Glen Campbell
10,Jackson,Individual,"Best Country & Western Performance Duet, Trio Or Group (Vocal Or Instrumental)",Jackson
10,Gentle On My Mind,Individual,Best Country & Western Song,Gentle On My Mind
10,Gallant Men,Individual,"Best Spoken Word, Documentary Or Drama Recording",Gallant Men
10,Dr. Seuss: How The Grinch Stole Christmas,Individual,Best Recording For Children,Dr. Seuss: How The Grinch Stole Christmas
10,Alfie,Individual,Best Instrumental Arrangement,Alfie
10,Ode To Billie Joe,Individual,Best Arrangement Accompanying Vocalist(s) Or Instrumentalist(s),Ode To Billie Joe
10,Sgt. Pepper's Lonely Hearts Club Band,Work,Best Engineered Recording - Non-Classical,The Beatles
10,The Glorious Sound Of Brass,Individual,"Best Engineered Recording, Classical",The Glorious Sound Of Brass
10,Bob Dylan's Greatest Hits,Individual,"Best Album Cover, Photography",Bob Dylan's Greatest Hits
10,Sgt. Pepper's Lonely Hearts Club Band,Work,"Best Album Cover, Graphic Arts",The Beatles
10,Suburban Attitudes In Country Verse,Individual,Best Album Notes,Suburban Attitudes In Country Verse
10,Berg: Wozzeck,Work,"Album Of The Year, Classical",Pierre Boulez
10,Stravinsky: Firebird And Petrouchka Suites,Individual,Best Classical Performance - Orchestra,Stravinsky: Firebird And Petrouchka Suites
10,West Meets East,Individual,Best Chamber Music Performance,West Meets East
10,"Horowitz In Concert (Haydn, Schumann, Scriabin, Debussy, Mozart, Chopin)",Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Vladimir Horowitz
10,Berg: Wozzeck,Work,Best Opera Recording,Pierre Boulez
10,Mahler: Symphony No. 8 In E Flat Major (Symphony Of A Thousand),Individual,Best Classical Choral Performance (Other Than Opera),Mahler: Symphony No. 8 In E Flat Major (Symphony Of A Thousand)
10,"Prima Donna, Volume 2",Individual,Best Classical Vocal Soloist Performance,"Prima Donna, Volume 2"
11,Mrs. Robinson,Individual,Record Of The Year,Mrs. Robinson
11,By The Time I Get To Phoenix,Work,Album Of The Year,Glen Campbell
11,Little Green Apples,Individual,Song Of The Year,Little Green Apples
11,Jose Feliciano,Individual,Best New Artist Of The Year,Jose Feliciano
11,Classical Gas,Individual,Best Instrumental Arrangement,Classical Gas
11,Mac Arthur Park,Individual,Best Arrangement Accompanying Vocalist(s),Mac Arthur Park
11,Wichita Lineman,Work,Best Engineered Recording (Non-Classical),Glen Campbell
11,Underground,Individual,Best Album Cover,Underground
11,Johnny Cash At Folsom Prison,Individual,Best Album Notes,Johnny Cash At Folsom Prison
11,Do You Know The Way To San Jose?,Individual,"Best Contemporary Pop Vocal Performance, Female",Do You Know The Way To San Jose?
11,Light My Fire,Individual,"Best Contemporary Pop Vocal Performance, Male",Light My Fire
11,Mrs. Robinson,Individual,Best Contemporary Pop Performance - Vocal Duo Or Group,Mrs. Robinson
11,Mission Impossible/Norwegian Wood Medley,Individual,"Best Contemporary Pop Performance, Chorus",Mission Impossible/Norwegian Wood Medley
11,Classical Gas,Individual,"Best Contemporary Pop Performance, Instrumental",Classical Gas
11,Chain Of Fools,Work,"Best Rhythm & Blues Vocal Performance, Female",Aretha Franklin
11,(Sittin' On) The Dock Of The Bay,Individual,"Best Rhythm & Blues Vocal Performance, Male",(Sittin' On) The Dock Of The Bay
11,Cloud Nine,Individual,"Best Rhythm & Blues Performance By A Duo Or Group, Vocal Or Instrumental",Cloud Nine
11,(Sittin' On) The Dock Of The Bay,Individual,Best Rhythm & Blues Song,(Sittin' On) The Dock Of The Bay
11,Harper Valley P.T.A.,Individual,"Best Country Vocal Performance, Female",Harper Valley P.T.A.
11,Folsom Prison Blues,Individual,"Best Country Vocal Performance, Male",Folsom Prison Blues
11,Foggy Mountain Breakdown,Individual,"Best Country Performance, Duo Or Group - Vocal Or Instrumental",Foggy Mountain Breakdown
11,Little Green Apples,Individual,Best Country Song,Little Green Apples
11,Beautiful Isle Of Somewhere,Individual,Best Sacred Performance,Beautiful Isle Of Somewhere
11,The Happy Gospel Of The Happy Goodmans,Individual,Best Gospel Performance,The Happy Gospel Of The Happy Goodmans
11,The Soul Of Me,Individual,Best Soul Gospel Performance,The Soul Of Me
11,Both Sides Now,Individual,Best Folk Performance,Both Sides Now
11,Classical Gas,Individual,Best Instrumental Theme,Classical Gas
11,The Graduate,Individual,Best Original Score Written For A Motion Picture Or A Television Special,The Graduate
11,Hair,Individual,Best Score From An Original Cast Show Album,Hair
11,"To Russell, My Brother, Whom I Slept With",Individual,Best Comedy Recording,"To Russell, My Brother, Whom I Slept With"
11,Lonesome Cities,Individual,Best Spoken Word Recording,Lonesome Cities
11,Bill Evans At The Montreux Jazz Festival,Individual,Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,Bill Evans At The Montreux Jazz Festival
11,And His Mother Called Him Bill,Work,Best Instrumental Jazz Performance - Large Group Or Soloist With Large Group,Duke Ellington
11,Boulez Conducts Debussy (La Mer; Prelude A L'Apres-Midi D'Un Faune; Jeux),Work,Best Classical Performance - Orchestra,Pierre Boulez
11,"Glory Of Gabrieli Vol. II - Canzonas For Brass, Winds, Strings And Organ",Individual,Best Chamber Music Performance,"Glory Of Gabrieli Vol. II - Canzonas For Brass, Winds, Strings And Organ"
11,Mozart: Cosi Fan Tutte,Individual,Best Opera Recording,Mozart: Cosi Fan Tutte
11,"Horowitz On Television (Chopin, Scriabin, Scarlatti, Horowitz)",Work,Best Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Vladimir Horowitz
11,The Glory Of Gabrieli,Individual,Best Choral Performance (Other Than Opera),The Glory Of Gabrieli
11,Rossini: Rarities,Individual,Best Vocal Soloist Performance,Rossini: Rarities
